                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
393,0.68853,0.67037,1.1031,0.94597,0.95232,0.98317,0.88458,0.46212,0.30463,0.94643,0.0023629,0.0023629,0.0023629
394,0.68708,0.6619,1.1037,0.94728,0.95281,0.98353,0.88511,0.46059,0.30309,0.94525,0.0023204,0.0023204,0.0023204
395,0.68536,0.66829,1.1024,0.94797,0.9525,0.98365,0.88534,0.46011,0.30258,0.94489,0.0023063,0.0023063,0.0023063
396,0.68653,0.65911,1.1061,0.94792,0.95338,0.98376,0.88566,0.45968,0.30196,0.94454,0.0022921,0.0022921,0.0022921
397,0.68459,0.66318,1.1003,0.94796,0.95429,0.98402,0.88651,0.45825,0.30059,0.94335,0.0022497,0.0022497,0.0022497
398,0.68581,0.6662,1.1009,0.94914,0.95347,0.98415,0.88689,0.45734,0.2997,0.94258,0.0022214,0.0022214,0.0022214
399,0.68335,0.65564,1.1015,0.94894,0.95366,0.98422,0.88702,0.4569,0.29915,0.94222,0.0022073,0.0022073,0.0022073
400,0.67562,0.65214,1.0957,0.94863,0.95384,0.98432,0.88753,0.4565,0.29873,0.94188,0.0021931,0.0021931,0.0021931
401,0.67451,0.65397,1.0964,0.95007,0.95359,0.9845,0.88776,0.4557,0.29773,0.94122,0.0021649,0.0021649,0.0021649
402,0.68085,0.65138,1.1018,0.95072,0.95343,0.98456,0.88837,0.45524,0.2973,0.94088,0.0021507,0.0021507,0.0021507
403,0.67735,0.65859,1.0965,0.95185,0.95325,0.9846,0.88815,0.45473,0.29678,0.94051,0.0021366,0.0021366,0.0021366
404,0.68287,0.65208,1.0997,0.95352,0.95233,0.98475,0.88846,0.45393,0.29587,0.93988,0.0021083,0.0021083,0.0021083
405,0.67132,0.64894,1.0961,0.95433,0.95225,0.98483,0.88897,0.45354,0.29523,0.93955,0.0020941,0.0020941,0.0020941
406,0.67591,0.64735,1.0952,0.9545,0.95322,0.98503,0.88959,0.45267,0.29427,0.93886,0.0020659,0.0020659,0.0020659
407,0.67197,0.64529,1.0966,0.95486,0.95377,0.98529,0.88978,0.45181,0.29328,0.93825,0.0020376,0.0020376,0.0020376
408,0.6737,0.64663,1.0952,0.95585,0.95282,0.98535,0.89026,0.45139,0.2929,0.93794,0.0020234,0.0020234,0.0020234
409,0.682,0.65353,1.1002,0.95646,0.95268,0.98545,0.8905,0.45097,0.29242,0.93765,0.0020093,0.0020093,0.0020093
410,0.67709,0.64988,1.0971,0.95748,0.95246,0.98558,0.89091,0.45004,0.2914,0.93692,0.001981,0.001981,0.001981
411,0.6794,0.64777,1.0995,0.95749,0.95268,0.98566,0.89141,0.44953,0.29095,0.93657,0.0019669,0.0019669,0.0019669
412,0.67178,0.64634,1.0949,0.95796,0.95247,0.98573,0.89144,0.44914,0.29047,0.93626,0.0019527,0.0019527,0.0019527
413,0.67227,0.64515,1.0957,0.95868,0.95304,0.98586,0.89197,0.44815,0.28956,0.93549,0.0019244,0.0019244,0.0019244
414,0.67083,0.64224,1.0925,0.959,0.95307,0.98593,0.89238,0.44779,0.28913,0.93518,0.0019103,0.0019103,0.0019103
415,0.66269,0.6325,1.0897,0.95893,0.95391,0.98602,0.89242,0.44736,0.28875,0.93484,0.0018961,0.0018961,0.0018961
416,0.66895,0.63536,1.09,0.95919,0.95504,0.98623,0.89274,0.44607,0.28767,0.93386,0.0018537,0.0018537,0.0018537
417,0.65952,0.62949,1.0816,0.95936,0.95514,0.9863,0.89322,0.44563,0.28716,0.93352,0.0018396,0.0018396,0.0018396
418,0.67033,0.63717,1.0924,0.95957,0.95506,0.9864,0.89349,0.44517,0.28675,0.93318,0.0018254,0.0018254,0.0018254
419,0.66259,0.62995,1.0865,0.95861,0.95584,0.98646,0.89347,0.44478,0.28628,0.93286,0.0018113,0.0018113,0.0018113
420,0.65681,0.62413,1.0866,0.95903,0.95602,0.9865,0.89348,0.44438,0.28583,0.93256,0.0017971,0.0017971,0.0017971
421,0.66024,0.62656,1.0846,0.9593,0.95599,0.98657,0.89349,0.44388,0.28542,0.93223,0.001783,0.001783,0.001783
422,0.66648,0.63179,1.0897,0.95908,0.95752,0.98683,0.89428,0.4426,0.28401,0.93127,0.0017406,0.0017406,0.0017406
423,0.66272,0.62237,1.0878,0.9584,0.95827,0.98684,0.89448,0.44216,0.28365,0.93093,0.0017264,0.0017264,0.0017264
424,0.65464,0.61948,1.0832,0.95846,0.95885,0.98694,0.89492,0.44178,0.28314,0.93062,0.0017123,0.0017123,0.0017123
425,0.65943,0.62097,1.0829,0.95674,0.96111,0.98705,0.89522,0.441,0.28235,0.93003,0.001684,0.001684,0.001684
426,0.65707,0.61746,1.0827,0.95652,0.9625,0.98718,0.89553,0.44011,0.28146,0.92939,0.0016557,0.0016557,0.0016557
427,0.65682,0.61126,1.0847,0.9569,0.96272,0.98724,0.89574,0.4397,0.281,0.92906,0.0016416,0.0016416,0.0016416
428,0.6548,0.62538,1.0843,0.95974,0.96128,0.98739,0.89613,0.4388,0.28012,0.92839,0.0016133,0.0016133,0.0016133
429,0.6566,0.61878,1.0822,0.95758,0.96332,0.98755,0.89691,0.43794,0.27939,0.92777,0.001585,0.001585,0.001585
430,0.65653,0.61858,1.0852,0.96042,0.96195,0.98772,0.89765,0.43703,0.27855,0.92709,0.0015567,0.0015567,0.0015567
431,0.65075,0.61143,1.0814,0.96078,0.96148,0.9878,0.89778,0.43667,0.27836,0.9268,0.0015426,0.0015426,0.0015426
432,0.64922,0.61621,1.0811,0.96139,0.96121,0.98794,0.89805,0.43617,0.27807,0.92643,0.0015284,0.0015284,0.0015284
433,0.64931,0.6039,1.0784,0.96136,0.96226,0.98802,0.89849,0.43536,0.27745,0.92586,0.0015001,0.0015001,0.0015001
434,0.63898,0.60171,1.0748,0.96057,0.96317,0.98804,0.89869,0.43497,0.27704,0.92556,0.001486,0.001486,0.001486
435,0.64693,0.60735,1.0781,0.96079,0.96308,0.98811,0.899,0.43453,0.27656,0.92524,0.0014719,0.0014719,0.0014719
436,0.64957,0.60393,1.0837,0.96174,0.9624,0.98827,0.89944,0.43371,0.27574,0.92463,0.0014436,0.0014436,0.0014436
437,0.64169,0.59923,1.0756,0.96129,0.96257,0.98838,0.89961,0.4329,0.27492,0.92404,0.0014153,0.0014153,0.0014153
438,0.64001,0.59642,1.0745,0.96207,0.96219,0.98855,0.90009,0.432,0.27407,0.92338,0.001387,0.001387,0.001387
439,0.6418,0.60145,1.077,0.96234,0.96243,0.98861,0.90012,0.43161,0.27362,0.92306,0.0013729,0.0013729,0.0013729
440,0.6361,0.59433,1.0724,0.96267,0.96253,0.98866,0.90033,0.43117,0.27336,0.92275,0.0013587,0.0013587,0.0013587
441,0.63593,0.59314,1.0712,0.96289,0.96364,0.98872,0.90089,0.42982,0.2721,0.92171,0.0013163,0.0013163,0.0013163
442,0.64135,0.59859,1.0757,0.96387,0.96342,0.98875,0.9013,0.42929,0.27175,0.92133,0.0013021,0.0013021,0.0013021
443,0.63666,0.59537,1.0736,0.96375,0.9638,0.98885,0.90161,0.42887,0.27132,0.921,0.001288,0.001288,0.001288
444,0.63601,0.58612,1.0741,0.96393,0.96375,0.98895,0.90194,0.42795,0.27054,0.92032,0.0012597,0.0012597,0.0012597
445,0.63208,0.58892,1.0713,0.96484,0.96353,0.98902,0.90228,0.42752,0.27018,0.92002,0.0012456,0.0012456,0.0012456
446,0.63446,0.59042,1.0714,0.96524,0.96377,0.98912,0.90254,0.42666,0.26933,0.91939,0.0012173,0.0012173,0.0012173
447,0.62525,0.58644,1.066,0.96605,0.96428,0.98915,0.90283,0.42616,0.26883,0.91902,0.0012031,0.0012031,0.0012031
448,0.6279,0.58109,1.0661,0.96545,0.96477,0.98921,0.90279,0.4257,0.2685,0.91868,0.001189,0.001189,0.001189
449,0.62784,0.57996,1.0651,0.96513,0.96602,0.98934,0.90335,0.42448,0.26723,0.91775,0.0011466,0.0011466,0.0011466
450,0.62744,0.58864,1.0658,0.96527,0.9661,0.98935,0.90367,0.42399,0.26687,0.91739,0.0011324,0.0011324,0.0011324
451,0.63484,0.58372,1.0743,0.96531,0.96648,0.98941,0.90377,0.42348,0.26644,0.91707,0.0011183,0.0011183,0.0011183
452,0.62411,0.5761,1.0649,0.96622,0.96644,0.98951,0.9039,0.4226,0.26579,0.91639,0.00109,0.00109,0.00109
453,0.6293,0.58259,1.0671,0.96628,0.96711,0.98956,0.90418,0.42223,0.26546,0.91609,0.0010759,0.0010759,0.0010759
454,0.62471,0.5758,1.0658,0.96643,0.96727,0.98962,0.90473,0.42174,0.26508,0.91576,0.0010617,0.0010617,0.0010617
455,0.62926,0.58118,1.0688,0.96998,0.96576,0.98976,0.90514,0.42066,0.26409,0.91495,0.0010193,0.0010193,0.0010193
456,0.62309,0.57545,1.0653,0.97022,0.96597,0.98981,0.90539,0.42026,0.26382,0.91468,0.0010051,0.0010051,0.0010051
457,0.62105,0.56696,1.0627,0.97033,0.96619,0.98982,0.90558,0.41988,0.26356,0.91439,0.000991,0.000991,0.000991
458,0.61837,0.56744,1.0621,0.97069,0.96578,0.98988,0.90605,0.41911,0.26298,0.91386,0.00096271,0.00096271,0.00096271
459,0.61551,0.56028,1.0606,0.97046,0.96627,0.98993,0.90609,0.41867,0.26265,0.91357,0.00094857,0.00094857,0.00094857
460,0.6194,0.56686,1.0615,0.97066,0.96655,0.98995,0.90631,0.41828,0.26227,0.91328,0.00093443,0.00093443,0.00093443
461,0.61476,0.56543,1.0627,0.97135,0.96658,0.99004,0.90693,0.41736,0.26158,0.91264,0.00090614,0.00090614,0.00090614
462,0.61122,0.56076,1.0581,0.97135,0.96704,0.99007,0.90702,0.41687,0.2613,0.91231,0.000892,0.000892,0.000892
463,0.61415,0.56344,1.0609,0.97154,0.9669,0.99012,0.90755,0.41645,0.26095,0.91201,0.00087786,0.00087786,0.00087786
464,0.60999,0.55651,1.0575,0.97246,0.96713,0.99021,0.90777,0.41559,0.26014,0.91138,0.00084957,0.00084957,0.00084957
465,0.60794,0.55258,1.0564,0.97142,0.96793,0.99024,0.90796,0.41519,0.2598,0.91108,0.00083543,0.00083543,0.00083543
466,0.60843,0.55552,1.0548,0.97246,0.96722,0.99027,0.90797,0.4148,0.25948,0.91081,0.00082129,0.00082129,0.00082129
467,0.6103,0.56041,1.0592,0.97241,0.96829,0.99033,0.90857,0.41402,0.25879,0.91025,0.000793,0.000793,0.000793
468,0.60387,0.55394,1.0545,0.97285,0.96864,0.99038,0.909,0.41355,0.25843,0.90988,0.00077886,0.00077886,0.00077886
469,0.60682,0.55621,1.0582,0.97345,0.9686,0.99043,0.90924,0.4131,0.25819,0.90956,0.00076471,0.00076471,0.00076471
470,0.60791,0.55504,1.0573,0.97391,0.96864,0.99054,0.91003,0.41213,0.2574,0.90891,0.00073643,0.00073643,0.00073643
471,0.60648,0.55259,1.0538,0.97357,0.96907,0.99058,0.91036,0.41166,0.25697,0.90859,0.00072229,0.00072229,0.00072229
472,0.60679,0.55306,1.0569,0.97366,0.96935,0.99061,0.91034,0.41125,0.25659,0.9083,0.00070814,0.00070814,0.00070814
473,0.60658,0.55231,1.054,0.97348,0.96961,0.9907,0.91064,0.41049,0.25606,0.90777,0.00067986,0.00067986,0.00067986
474,0.59512,0.53719,1.049,0.97353,0.96998,0.99078,0.91087,0.4101,0.25571,0.90748,0.00066571,0.00066571,0.00066571
475,0.5999,0.54575,1.0528,0.97434,0.96961,0.99081,0.91097,0.40972,0.25534,0.90719,0.00065157,0.00065157,0.00065157
476,0.60151,0.54567,1.0531,0.97457,0.96983,0.99086,0.91108,0.40931,0.25497,0.90688,0.00063743,0.00063743,0.00063743
477,0.59999,0.54373,1.0522,0.97494,0.96997,0.9909,0.9112,0.40851,0.25439,0.90629,0.00060914,0.00060914,0.00060914
478,0.60247,0.54539,1.0541,0.97568,0.97035,0.99092,0.91127,0.40812,0.25398,0.90598,0.000595,0.000595,0.000595
479,0.59811,0.54504,1.0471,0.97563,0.97082,0.99096,0.91162,0.4077,0.25369,0.90569,0.00058086,0.00058086,0.00058086
480,0.59269,0.52828,1.0461,0.97545,0.97087,0.99098,0.91192,0.40734,0.25344,0.90542,0.00056671,0.00056671,0.00056671
481,0.59791,0.54051,1.0502,0.97566,0.97128,0.99106,0.91203,0.40651,0.25265,0.90485,0.00053843,0.00053843,0.00053843
482,0.59469,0.53749,1.0484,0.97572,0.97124,0.99106,0.91231,0.40612,0.25231,0.9046,0.00052429,0.00052429,0.00052429
483,0.5921,0.54001,1.0485,0.97636,0.97095,0.99109,0.91255,0.40582,0.25204,0.90435,0.00051014,0.00051014,0.00051014
484,0.58853,0.53459,1.0452,0.97617,0.97172,0.99112,0.91256,0.40499,0.25135,0.90375,0.00048186,0.00048186,0.00048186
485,0.58396,0.52546,1.0431,0.97629,0.97196,0.99119,0.91292,0.40426,0.25073,0.9032,0.00045357,0.00045357,0.00045357
486,0.5896,0.53297,1.0456,0.97727,0.97165,0.99126,0.91316,0.40349,0.25006,0.90262,0.00042529,0.00042529,0.00042529
487,0.58756,0.53394,1.0436,0.97714,0.97215,0.9913,0.91329,0.40315,0.24981,0.90237,0.00041114,0.00041114,0.00041114
488,0.58272,0.52289,1.0414,0.97652,0.97275,0.99131,0.91334,0.40282,0.24955,0.90213,0.000397,0.000397,0.000397
489,0.58335,0.51958,1.0412,0.97634,0.97374,0.99137,0.91365,0.4021,0.24898,0.90159,0.00036871,0.00036871,0.00036871
490,0.58258,0.52518,1.041,0.9764,0.97406,0.99142,0.91363,0.40138,0.24824,0.90105,0.00034043,0.00034043,0.00034043
491,0.58205,0.52595,1.0411,0.97742,0.97386,0.99149,0.91424,0.40063,0.24754,0.90051,0.00031214,0.00031214,0.00031214
492,0.58125,0.52612,1.0414,0.97699,0.97421,0.99152,0.91451,0.39998,0.24679,0.90002,0.00028386,0.00028386,0.00028386
493,0.58487,0.52412,1.0437,0.97752,0.97418,0.99155,0.91476,0.39954,0.24654,0.89971,0.00026971,0.00026971,0.00026971
494,0.45808,0.33004,0.97181,0.97738,0.97455,0.99159,0.91493,0.39888,0.24598,0.89918,0.00024143,0.00024143,0.00024143
495,0.45019,0.31188,0.96595,0.9773,0.97456,0.99162,0.91545,0.3985,0.24568,0.89886,0.00022729,0.00022729,0.00022729
496,0.44018,0.30156,0.95777,0.97765,0.97464,0.9917,0.91606,0.39763,0.2451,0.89818,0.000199,0.000199,0.000199
497,0.43303,0.29288,0.95172,0.97777,0.97465,0.99171,0.91611,0.39725,0.24473,0.89787,0.00018486,0.00018486,0.00018486
498,0.43487,0.29686,0.95597,0.97797,0.9749,0.99172,0.91614,0.39678,0.2443,0.89751,0.00017071,0.00017071,0.00017071
499,0.42925,0.2958,0.94881,0.97801,0.97508,0.99175,0.91645,0.39633,0.24399,0.89717,0.00015657,0.00015657,0.00015657
500,0.42591,0.28899,0.9498,0.97814,0.97588,0.99182,0.91688,0.39544,0.24319,0.89649,0.00012829,0.00012829,0.00012829
